epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
143,0.270208,90.7820,0.453980,85.2000,0.01935465,17.06,0
144,0.263243,90.6940,0.388406,87.1300,0.01873787,16.68,1
145,0.256281,91.1400,0.456826,85.8200,0.01812880,17.10,0
146,0.250909,91.3080,0.455189,85.7000,0.01752760,16.41,0
147,0.246514,91.3260,0.458424,85.3200,0.01693441,17.25,0
148,0.237888,91.7320,0.419005,86.6400,0.01634937,16.77,0
149,0.237557,91.7100,0.399241,87.1800,0.01577264,17.05,1
150,0.227954,92.0660,0.434846,86.5500,0.01520436,16.92,0
151,0.222250,92.3620,0.433189,86.3700,0.01464466,16.92,0
152,0.216947,92.5100,0.368386,88.2500,0.01409369,16.47,1
153,0.207971,92.6800,0.402809,87.1600,0.01355157,17.39,0
154,0.201923,92.9880,0.429991,86.4100,0.01301845,16.47,0
155,0.201936,92.9600,0.381386,87.9800,0.01249445,16.84,0
156,0.189689,93.3620,0.380795,88.4500,0.01197970,17.06,1
157,0.192423,93.3160,0.418279,86.8400,0.01147434,16.75,0
158,0.174115,93.9700,0.377291,88.1400,0.01097848,16.68,0
159,0.174832,94.0280,0.453245,86.0900,0.01049225,15.15,0
160,0.163257,94.3200,0.426469,87.0200,0.01001577,16.68,0
161,0.161270,94.4740,0.447751,86.8700,0.00954915,16.28,0
162,0.153209,94.7960,0.379193,88.5500,0.00909251,17.21,1
163,0.147888,94.8300,0.390292,88.3200,0.00864597,16.57,0
164,0.137326,95.2000,0.383326,88.1700,0.00820963,17.02,0
165,0.133173,95.3700,0.371552,89.0400,0.00778360,16.55,1
166,0.126895,95.6160,0.413559,87.8800,0.00736799,17.09,0
167,0.119565,95.8560,0.412817,88.1200,0.00696290,16.42,0
168,0.112450,96.1360,0.375995,88.7600,0.00656842,15.89,0
169,0.112377,96.1740,0.388051,89.0000,0.00618467,16.36,0
170,0.102074,96.5640,0.391739,88.9400,0.00581172,16.86,0
171,0.093667,96.7780,0.398472,88.5300,0.00544967,16.88,0
172,0.094651,96.7340,0.366323,89.4100,0.00509862,16.86,1
173,0.086162,97.1420,0.372378,89.5100,0.00475865,17.47,1
174,0.084157,97.1240,0.362531,89.9300,0.00442984,17.38,1
175,0.075719,97.5220,0.370046,89.5800,0.00411227,17.42,0
176,0.066133,97.8900,0.375045,89.4700,0.00380602,16.91,0
177,0.063889,97.8460,0.354998,90.1100,0.00351118,17.08,1
178,0.060655,98.0260,0.355526,90.1500,0.00322780,17.08,1
179,0.054311,98.2000,0.365240,90.0600,0.00295596,17.04,0
180,0.055092,98.1500,0.357829,90.3500,0.00269573,17.16,1
181,0.048663,98.4100,0.363226,90.4800,0.00244717,17.30,1
182,0.046598,98.5320,0.358752,90.6000,0.00221035,17.11,1
183,0.042472,98.6280,0.359688,90.7400,0.00198532,16.98,1
184,0.039731,98.7480,0.358848,90.8800,0.00177213,17.00,1
185,0.038055,98.8120,0.357643,90.8400,0.00157084,16.61,0
186,0.033081,98.9700,0.356154,91.0600,0.00138150,16.93,1
187,0.033464,98.9420,0.359930,90.7300,0.00120416,17.16,0
188,0.030614,99.0140,0.355707,91.0500,0.00103886,16.25,0
189,0.028856,99.0980,0.366462,90.7900,0.00088564,15.83,0
190,0.030059,99.0560,0.365263,90.9800,0.00074453,17.02,0
191,0.026069,99.2000,0.347355,91.0000,0.00061558,16.94,0
192,0.025134,99.2760,0.356677,90.9200,0.00049882,15.49,0
193,0.024861,99.2500,0.360396,90.9200,0.00039426,16.72,0
194,0.023407,99.3180,0.352949,91.0800,0.00030195,16.89,1
195,0.025051,99.2420,0.360604,90.8600,0.00022190,17.23,0
196,0.023110,99.2800,0.362426,90.9700,0.00015413,17.27,0
197,0.023300,99.3260,0.363858,91.0300,0.00009866,17.21,0
198,0.021955,99.3680,0.361472,90.8600,0.00005551,17.10,0
199,0.022305,99.3280,0.363700,91.0100,0.00002467,16.96,0
200,0.022809,99.2900,0.348401,91.3000,0.00000617,17.07,1
