epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
185,0.001912,99.9760,0.209876,95.1900,0.00157084,16.28,0
186,0.001706,99.9840,0.207718,95.2600,0.00138150,16.50,1
187,0.001785,99.9780,0.211190,95.3400,0.00120416,16.04,1
188,0.001576,99.9840,0.208225,95.4300,0.00103886,16.56,1
189,0.001656,99.9800,0.209305,95.3500,0.00088564,16.34,0
190,0.001699,99.9860,0.207684,95.2900,0.00074453,15.91,0
191,0.001645,99.9860,0.211015,95.2300,0.00061558,16.47,0
192,0.001427,99.9920,0.209163,95.3100,0.00049882,16.24,0
193,0.001344,99.9960,0.208277,95.2800,0.00039426,16.51,0
194,0.001537,99.9860,0.207986,95.3400,0.00030195,15.63,0
195,0.001710,99.9800,0.207055,95.2800,0.00022190,16.06,0
196,0.001451,99.9820,0.208271,95.3000,0.00015413,15.89,0
197,0.001394,99.9960,0.211568,95.3200,0.00009866,15.85,0
198,0.001490,99.9880,0.208425,95.3000,0.00005551,13.95,0
199,0.001538,99.9840,0.207084,95.2600,0.00002467,15.59,0
200,0.001376,99.9920,0.207716,95.3600,0.00000617,16.43,0
